tweet,sentiment
"niestety , nadal zbrodniczy partia PiS zbyt zwolennik , lubić permanentnie okradać manipulowani",negative
"prosić przejść pierwszy dobry galeria handlowy , 3 - 4 sklep wis kartka , przyjmą praca prosić pierdolić 10 miejsce . część pracownik pracować niedziela , mieć wolny na przykład . wtorek środa . głosuj PiS być debil .",negative
"no , mieć . dlatego , wobev wiezniow prawo przestrzegać , PiS łamieć . i więźniowie wiedzieć , rzecz , niszczyć można - w prawo . btw , PiS banda przestępca , owilywanue więźniów ryzykowny .",negative
czyli jeden Żydzi PiS zorganizować marsz papieski drugi Żydzi PO zablokować . czyli Polska mieszkać cyrk śmiać . Żałosny ustawka .,negative
"dlatego myśleć PiS Rysi przyznać specjalny nagroda : "" Sojuszniek głupota "" bo dzięki na przykład . dzięki promować otwarty sklep niedziela pomagacie utrzymać władza .",neutral
"PiS pomagać Polska , PiS spowodować , Polska stać biedniejsza .",negative
PiS PO zło,negative
"to kabaret ... to cyrk , który zafundować PiS , JP II . Głupie pisiory ! to jedyny komentarz , który sytuacja należeć .",negative
"jasny jasny . ja pamiętać kilkanaście rok człowiek grzebić altana smietnikowy . teraz rok widzieć . człowiek iść sklep rezygnować część zakup starczyć . ten sam sklep , sam człowiek . Zaklinaj rzeczywistość . a PiS iść 3 kadencja",negative
"pani zająć partia socjalistyczny . pIS.em , Platforma , Lewica SLD . tam bagno . od rok .",negative
"od ściana ściana . a zje ścigać ( ścigać ) . Jedzie pociąg daleki kremówkami , rozdajemy każdy pudełeczk . Zjadłeś , zagłosuj PiS , nakazywać PiS mo .",negative
"tyle mieć powiedzieć , dochodzić konkret . jak większość wielbiciel PiS TT . zero argument , maksimum głupota . EOT .",negative
"# DrogaNiedzielaPiS niedziela . o tyle zbiednieć być , czas , rządzić PiS",negative
"sam babcia widać , młody kobieta pewnie walić szyć wyjebać PiS",negative
"PSL = PIS ! ! PO CO PIS WPUSZCZAŁ ZBOŻE , SKORO nie POTRAFI GO WYWIEŹĆ ? ? ? to ZBOŻE PRZYWOŻONE z uKRAINY nie JEST UKRAIŃSKIE TYLKO KORPORACJI mIĘDZYNARODOWYCH ! ! ! KTÓRE POSIADAJĄ 80 % ZIEMI na UKRAINIE ! ! ! ! tAK WIĘC PIS DOBIJA POLSKICH ROLNIKÓW w IMIĘ POMOCY KORPORACJOM mIĘDZYNARODOWYM ! !",negative
"Sienkiewicz powiedzieć prawda "" ... prawda wyzwolić . "" znany bon mot . PiS karmić patologia . nie chodzić patologia niepracuć wybór patologia zatrudnioną na przykład . SSP .",negative
"cały rząd PiS powodować pełny zażenowanie wyciszać , zapadanie przepełniić niedowierzanie , że przaśny towarzystwo układać tetaźniejszość przyszłość . . .",negative
"po komentować kremówka ? po podbijać wygodny temat JPII ? IGNOROWAĆ , promować . opozycjo , nauczcie koniec , durny pomysł PiS żyć dzięki to , potraficie przestać gadać . Skupcie wreszcie swój wyborc , PiS .",negative
to Polska zbankrutować dzięki polityka PiS ?,negative
las pis SP . niech chronić UE,neutral
"pytać , czy metoda skuteczny walka dezinformacja warunek : brak dostęp media publiczny , duży przewaga finans , prawny pis i tym podobne przekaz trafiać wyborca . koniecznie świetny sztab specjalista , bo zanim obejrzymytrafić śmietnik",negative
taki głupa zachowanie woda młyn PIS SP konfederacja spierdoleć . być prowokacja PIS SP konfederacja ONR Bąkiewicz wszystko zdolny . robić zły rzecz . POS SP KONFEDERACJA to ZŁO .,negative
"Paulinka przekonać , PiS zmuszać żarcie kremówka . Wolałaby , PKP rozdawać tabletka "" dzień po "" kto pustak zrozumieć .",negative
to działanie pomagać PiS konfederacja wygrać wybory .,positive
"tak , przeżywać być śmierć papież . tym móc pogodzić mejzy , Matecki …",positive
ale zachować stado hien PiS,negative
"slowo klucz - skazal . widzić PiS ukrywać , przykrywać chować przestepcow swój szereeg czyniac bezkarny Jaroslawem Kaczynski czele .",negative
być dokładnie odwrotnie . to PO SLD wyprzedawać majątek PiS odkupować PiS odkupić PKO BP PiS odkupić PKL PiS odkupić PKP energetyka PiS odkupić Polski Nagranie,negative
"no problem sprowadzić papież kremówka człowiek , niby Bóg , państwowy pieniądz przelać ktoś PiS krewny ktoś PiS ?",negative
"nawet nierozgarnięty spojrzyć poziom inflacja bazowy , zauważyć , nadal powyżej max stopa procentowy . za czas M . Belka być ! dlaczego PiS zlikwidować podatek zysk kapitałowy ? Morawiecki kazać pracować misja ryż ?",negative
"kościół , ksiądz kremówka papieski Jebac PiS",neutral
"u mój syn szkole Wojtyła raczej obiekt krytyka to , uczynić ( albo uczynić ) pedofilia szereg funkcjonariusz kościół . on swój przyszłość , który PiS próbować modelować katolski sposób . Efektem 6 % . uczestnictwo lekcja religia . Amen .",negative
myśleć Oskar zaszczuł Pis szczuć Polak Polak dobrze wychodzić pis jed …,negative
"powiedzieć więcej , kradniecie szybko , coraz bezczelni . Faktycznie zwalniacie tempo . Oszuści złodziej .",negative
to skutek delikatność wobec czerwony bydlak PiS ! ! nie rządzić państwo pilnuć porządek pozwalać niszczeć państwo przykrywka protest naprawdę protest początek rewolty efekt ! ! # PiS ? ?,negative
"PS przeciw ingerować wewnętrzny sprawa państwo , przeciw UE . PS UE niezależny państwo PiS .",neutral
myśleć Oskar zaszczuł Pis szczuć Polak Polak dobrze wychodzić pis pisowiec umia robić .,negative
"2 . IV . 97 Kwaśniewski ogłosić referendum konstytucyjny , gdzie frekwencja wynieść 42,86%,z co 53 . 45 % poparło , czyli …",neutral
twarz pis demo kracja .,positive
wy PiS prawo mieć nic . czy niedopełnienie formalność pozwalać szczekać Niemiec ?,negative
zdecydowanie zabraknąć rozmach . gdzie dziecko papieski chorągiewka peron ? dlaczego pociąg l …,negative
"wyborca PiS wyjątkowy głąby widzące to , ulubieniec mówić drugi robić . . .",negative
"kłamstwo PiS szanować nikt swój . partia złodziej , papież polityka wykorzystywać chory człowiek",negative
"skoro kremówka darmo , pomyślcie , ile pociąg musieć jechać poseł zjeść komplet ! nie zazdroszczyć , pan Pośle , znać poziom usługa ! # kremówka # PiS # Czarnecki",neutral
Brawo ! ! ! ! koniec pis ! ! PiS pogrążyć kłamstwo drożynać .,negative
"gdyby D . Tusk chcieć , PiS zostać , wracać by polski polityka .",negative
"Kamiński # kawanaławy : PORTRETY PAPIEŻY nie ZASŁONIĄ GRABIEŻY . trafny podsumowanie PiS , Solidarnej Polska , gazeta polski , Karnowski obłudniek . RT !",positive
"i słuchać powinien , parę średniek dawać wykorzystywać # PiS -owi",negative
"a odwrotnie , PiS niczym zdenerwować , myśl przejść głosować wiedzieć , większość banda cyniczny hipokryt złodziej moralność alfons , ważny upaść szybko państwowy majątek",negative
"Idzie przekaz dawno wejść krew gazeta Michnik TVN - owi Polakom obrzydzić , skrytykować zniechęcić wszystko . już sam pogubić dojść granica absurd . byle judzić elektorat krytyka PIS istota sam siebie .",negative
"Zajebałeś koń 92 milion , mieć zarzut , ukrywać odpowiedzialność , liczyć PiS przegrać wybory kolega oczyścić . wziąć spierdalać , pieprzić hipokryć !",negative
Wstydź kacyk PiS owski .. hańbo dziennikarstwo .. precz świętość JPII . .,negative
Pis sekta powiedzieć wybory zfalszować niczym kartoflać dyktator bialorusi wysle policja ulica Szymczyk bronia ! ! ! a kazal bic kobieta marsz guma gornikow strzelac rok tem komendant slaski policja ! ! !,negative
"wstyd wykorzystywać papież polityka . dno moralny intelektualny , obcy koniec rządzić PiS .",negative
przed chwila poseł PIS Kawie Ława powiedzieć - UWAGA „ wszystek transport zboże Polska plombować ” czy naprawdę kłamać żywy oko,negative
"wszystko napisać , to prawda PiS , wypadek pełny szacunek pisać prawda .",neutral
profesor . Maciej Górecki mówić delegalizacja PiS . kto naukowiec UW ? |,neutral
"Tusk kłamać , Morawiecki kłamstwo skazać . . . wy mieć . . . Tusk chcieć sprzedać Lotos , PiS sprzedać . Tusk chcieć to , tamto . . .",negative
profesor . Zybertowicz : PiS rzeczowy program tygodnik sieć,neutral
"Arłukowicz tajny agent PiS . nie znajdować przyczyna wypowiadać podobny dyrdymałów . Bartek , dziękować .",negative
można wyjść PiS PiS wyjść .,neutral
"# ObietniceMinus . jak PiS zapowiadać słuchać obywatel , wprowadzić . polecać tekst https://t …",neutral
"Średnie wynagrodzenie 2014 - 3 . 800, - natomiast 2023 - 7 . 100, - ja ekonomista być , bilans "" 0 "" wychodzić ogólnie . ale uprzywilejować rencista , wyborca PiS'u , uważać raczej przód być .",neutral
Tą który razem PIS ostatni 3 rok łamaliść każdy krok ? o sam mówić ?,negative
"taki myślenie . a dodatek ubożeć . uciekać religia . wiara łączyć . to katotaliban głosować PiS . a opozycja dzielić . Rozwarstwia obrzucać polityczny błoto . czarno widzieć … mimo wszystko , smaczny kremówka życzyć !",negative
PiS wykradać pomysł :-))),positive
Pirdolniety ... pis,neutral
"WOW , ciekawy patrzeliść 2015 rok . a kwestia Oskar , chcieć wygrać wybory PiS zastosować metoda walka ? naprawdę chcieć ?",positive
"no słusznie ! przyjrzyć kretynko nakraść PiS kac zyński . nie oskarżaj bezpodstawnie niewinny człowiek , ale pseudo katolik , mieć krew , zniesławianie ślić , że nieuczciwy , jak PiS mafia .",negative
w Ostrołęka powstać flagowy projekt energetyczny PiS : blok węglowy ostrołęka C . # ObietniceMinus | ostro …,neutral
sondaze PiS spaść wyrok trybunał sprawa aborcja,neutral
"Źródła kościelny podawać , że ostatni czas kościół przestać chodzić 4 milion . Polak , nawet Stalin Bierut nie "" wygonić "" z kościół tyle Polak . Pis stworzyć wespół elektorat swój katolik Bóg . Nam potrzebny patokościół pisokatolik",negative
PRL zniszczyć kościół katolicki Polska zrobić PiS wspólnie biskup .,neutral
"od 2015 Meller prowadzić audycja pod tytułem . "" jak odsunąć PiS władza "" . Goście zmieniać , postulat sam , efekt widoczny .",neutral
"PiS Kościołem szkodzić człowiek Polska : PiS finansować opieka medyczny , kupować sprzęt szpital , prowadzić niepotrzebny bezsensowny rozdawnictwo , trzymać własny złodziejski pizda koryt władza",negative
"jeszcze dawno , nikt odważyć prowadzić kampa . wyborczej ogłoszeć komisja Wyborczą . na …",neutral
"nigdy uwierzyć , chcieć , PIS zostać . robić móc , zobaczyć jaki nagonka , strona komentator , pozostały część opozycja . z strona . PIS niewiele wysilać , mobilizować swój wyborca . on wyznawca",negative
"Tusk Andżejku złodziej PiS zbok KK czuć bezkarny ziemia , ziemia .",negative
"ekologia państwo PiS . mieć zbudować milion samochód elektryczny , zamiast to , wyciąć milion zdrowy drzewo . ot , PiS .",negative
"Przyłębska chcieć ratować Kamiński . nie udać się , sąd Najwyższy okazać mądrzejszy prymitywa PiS | https …",negative
"pan profesor , wyborca Hołownia wyborca KO . odpływ Hołownia Konf ( antysystem ) powrót KO . nie żaden przepływ wyb . PiS antypis ( Sierakowski / Sadura ) . w zeszły móc robić wsp . lista , siła , własny życzenie „ wskoczyć kolanka",negative
"być wcześnie wygrana opozycja . najpierw trzeci kadencja PiS , # polexit # Polskawruinie - dopiero ( może ) Polak zmądrzeć",negative
a zaczniecie wypowiadać merytorycznie temat medialny informacja małżeństwo Konfy PiS ? jeśli taki miejsce Sławek stanowczo utnąć,negative
nie taki świętość pis wykorzystać by partyjny interes .,negative
"ciekawy zbieg okoliczność , polityk pis satelit przypomnieć rocznica śmierć JP II dopiero , rocznica stać pelnoletć .",neutral
"twój liczba 711 . PiS , PO zło . nie popierać Konfy , robić efekt oblężony twierdza , wiadomo , być nawalać człowiek bronić efekt zgarny głos .",negative
"w TVPIS propaganda służba władza cały doba siebie , rodzina . tVPiS łże PiS !",negative
Śmiesznie kuce mieć beke fanatyczny januszy grażyn facebooko popierać pis poniekąt zmieniać Januszy Grażyna popierać Konfe,negative
"ten "" krem "" tyle wspólny krem PIS prawo sprawiedliwość . to produkt chemiczny .",neutral
nie żaden koalicja PiS .,negative
"z rzecz , mieć problem PiS - u człowiek wybierać kremówka pociąg naprawdę wrażenie , PiS specjalnie robić akcja , wiedzieć , opozycja banda głąbów , skupiać błahy rzecz .",negative
a śmierdzić PiS szmata ! Przyjrzyj sytuacja cały Polska,negative
opętać gość . . . miernota propaganda pis,negative
PiS wisienek swój krowim placek . mój dziadek nazywać Albiński . być szmalcownik pieniądz wydać śm …,neutral
"ja pytać , cukiernia zarobić szef PiS blisko .",neutral
z swój armia PiS cenny nabytk wybory takoż .,positive
"za PO inflacja 5 % spaść deflacja . za PiS inflacja przekroczyć 50 % , 500 + przekładać Polakom kieszeniach brać prowizja , bilans rodzina ujemny ! emeryt stracić 4 12 emerytura siła nabywczy ! Chwalicie 13tą , wnuk brakować kredyt !",negative
"zgadzać się . poza wzmożenie stać śmieszny , pewnie zniechęcać cześć elektorat PIS .",negative
"politycznie chcieć wykorzystać osoba JPII wespół WSI24 … okazać strzał kolano więc , wpadka , wino spaść PiS . Barany",negative
Rzesza PO podkupować tekst konfy chcieć odbić wyborca konfy Ruda pakować PIS chyba komfa rządzić myśleć,negative
dlatego # PiS # Solidarni duży poparcie społeczny wieca wyborczy ochroniarz wpuszczać tyl …,neutral
"musieć przyznać , wobec PiS wielki dług wdzięczność .",neutral
dlatego # PiS # Solidarni duży poparcie społeczny wieca wyborczy ochroniarz wpuszczać wybrać statyst,neutral
Jebać pis,negative
Ok taki znaczenie rządzić obecny opozycja nie . PiS skrupuł głęboki poważanie gospodarka . Podziel mieć pomysł zmiana władza PL . być otwarty sugestia . jaki oferta przekonać wyborca wygrać PiS ?,negative
Wszystkich członek PiS,neutral
pis ? nowosc .,neutral
"raczej gaszić pet każdy raz , poziom zakłamaniw PiS racja byt",negative
"pan , potrafić pan spytać Schreiber ciąg 18 rok śmierć papież menelstwo P …",positive
straszenie odebraniem 500 + gra PiS . nawet Tusk - zrozumieć . mentzen ewidentnie gra PiS . chyba prezes zatrudnić .,negative
"no głosować PiS , PO Lewice . Sami socjalista , ryzyko , mądry zostać wprowadzić MF . zajebisty logika",positive
"AKUMULATORY WYTRZYMAJĄ mAX 5 LAT ! ! ! SZKODA TYLKO , ŻE PIS zGODZIŁ się na ZAKAZ SPRZEDAŻY SAMOCHODÓW SPALINOWYCH w GRUDNIU 2020r ! ! ! PIS nie UŻYŁ VETA do ZABLOKOWANIA PROGRAMU FIT VOR 55 , KTÓRY ZAWIERAŁ ELIMINOWANIE AUT SPALINOWYCH ! ! ! PIS SPRZEDAŁ POLSKĘ ! ! ! PIS - PEO JEDNO ZŁO ! ! !",negative
""" ruski onuec "" ! ! ! chcieć wyganiać UKraińców dom . . . Która liść ruski trol ? ? # jasina # pis",neutral
a PIS sprzedawać kremówka baranie ?,neutral
"rozumieć wcześnie era pis około . jednak żyjemy normalny warunki dać paliwo . stawiać , ruszyć reportaz Smolenski . władza pozwalać krok , stosować kraj demokre . Chcą przestraszyć media",negative
"wyborca PIS zagłosować PO . mieszkam podkarpacki , wiejski zagłębie pisowski móc zapewnić , człowiek "" zły Niemc "" , codziennie powtarzać , nie ZAGŁOSUJĄ . Żadna "" interesujący oferta "" , kolejny gotówka łapa zmienić .",negative
"to dziwny spowiedź , aby popełniać grzech musieć grzeszyć , ale polski katolik taki modlić figura , a diabeł skórà jesteście wyznawc PiS",negative
"pobudka letarg wg sondaż "" PiS najgorzej oceniać młody wyborca , osoba zamożny , dobrze wykształcć duży ośrodek miejski . """,neutral
"tak , przeżywać być śmierć papież . tym móc pogodzić mejzy , mateckie podobny kanalia błogosławieństwo PiS chować portret , nikt pytać łajdactwo .",neutral
narodowy łapówka PiS . . .,negative
"nikt czol napisać , że pedofil . tak pedofil , ojciec poseł PiS . ale ojciec pedofić , dopiero patologia .",negative
"Klaszczmy dłonia ŻE mAMY tAKI RZĄD jak PiS ! ! ! NASZ RZĄD PiS ! ! ! PiS DBA ABY POLSKA BYŁA POLSKĄ ! ANTYPOLSKIE ŚCIER///A Tusk , sikorski , sienkiewicz ... cały to Zasra//e PO koalicja Obywatelski Lewicowy , Pedalski , Komunistyczne ŚCIER///A ANTYPOLSKIE ŚCIER///A to opozycja !",negative
"pan mówić obecny władza prawo sprawiedliwość . ten władza pasożytować Polska . zamienić miejsce siła dominujący Polska , mylić fakt . Strzeżcie fałszywy prorok , przychodzić owczy skóra , wewnątrz drapieżny wilk . to PiS .",negative
słusznie schować . bo zaraz PiS po ukradło wpisać niby całkiem sprzeczny robić 4 kadencja .,neutral
to żenujący . Ewidentny nudzić pisowski kacyk stołkach # PKP . # JanPaweł2 # PiS,negative
pytać spółka rządzić brać kasa PIS,neutral
PiS wyznawca wyborca,neutral
"pod warunek , PiS przegrzać . na służyć , pytanie na przykład . media cenzurować traktować JP2 temat tabu "" bo Kaczor - dyktator "" - ostatecznie wniosek pan wpis .",negative
"wybory 2023 wygrać ten , zmobilizować swój wyborca . póki zdecydowanie dobrze robić obóz poważny lekcja odrobiić . bardzo poważny . chyba narracja konieczność odsunięcia PiS władza …",neutral
a Sam PiS ? ? ? on uwielbiać robić prowokacja .,negative
"rzadko zdarzać słyszeć taki pomyleniec manipulator , Men …",negative
jaki obludny ch . . . ! ! ! jak smiesz papieez uzywac polityka ! papiez pis ! ! ! Brzydzil wy ! ! !,negative
PIS głosować mały zło . Inni kandydat być by duży problem Polska .,negative
"jedyny punkt rozbieżność , Razem PiS . no , gratulować . . . kiedyś dorośniet ?",positive
Karol Wojtyła karta przetargowy PiS wygranie wybory otrzymać pieniądz KPO reparacja niemiec starać reparacja Rosja Ukraina .,neutral
"kolejny kłamliwy manipulacja . Poznajesz pan , nagrywać zanim PiS wprowadzić embargo rosyjski węgiel ? czy strzelić jakiś opowiastka , na przykład . przedstawiciel krasnoludk ? jak tępi propagandzistka ?",negative
"Marek przytakować przestać piwko wyparować j tyle Marek , dodatek d …",neutral
"czy PiS odpowiedzieć zatrucie Odra , zatruć 300 tona ryba ? nie , nagroda przyznać .",negative
"rzadko zdarzać słyszeć taki pomyleniec manipulator , mencem obecność # PiS owski kłamca , siedzieć zszokować potrafić wydobyć słowo .",negative
"korupcja , złodziejstwo kłamstwo = PiS",negative
"to PIS zrobić skandaliczny dokument szkalować , kłamliwy JP2 .",negative
"rządowy zabawa , papieski kremówka , zmarnować pieniądz , miliard propaganda , TVP , potem orlen wykupujący bankrutujący media , szczuć oponent PiS . to móc skończyć , wybuchać inflacja . my płacić , każdy afera . # DrogaNiedzielaPiS",negative
"kto broń , broń . Sondaże nastrój pokazywać jasno - TVN strzelić opozycja JPII kula płot , Łodzi oblać pomnik papież czerwony farba . to woda młyn PiS konsolidacja prawica kremówkowy sztandar .",negative
"CZyli osoba , popierać pis powinien brać 13 - 14 emerytura",neutral
"pani przegapić ważny . dobry NIKT odbierać , tylko wyjaśnić ZŁO . i PiS przekłamywać ten sytuacja .",negative
"taniec trumnie Adamowicz chłopiec zgwałcon pedofil środowisko PO przeszkadzać ? ? a PIS zrobić szkalować św , JP2 skandaliczny dokument . że dziennikarz Rzeczpospolita pisowski , łatwo obalić kłamstwo .",negative
"; polski fabryka samochód elektryczny powstać . można użyć popularny powiedzieć , , być las ’’ razemPiS bolszewik wyciąć las",neutral
"ogólnie konto prawdziwy , sam działanie 100 % prawdziwy . dostać posada PISie ( czy tak ) tiktok wyzywać PO / konfederacja , chwalić PIS przeciwko dany ustawa ustawa przechodzić XDD . być sytuacja chcieć wywalić UW",negative
"oj , parę dobry latek talibanowo . nie PIS . jak żaba powoli gotujesz garnek stawać strawa .",neutral
dlatego PiS stanowczo zdementować rewelacja .,neutral
"to , PiS pomoc PKP Intercity robić polityka papieżu miesiąc wybory . rok cyrek ? a trzy rok temu ? nie , rok wyborczy .",negative
kolejny kpina papież kolejny kadencja PiS droga . dziękować pani .,positive
pierwszy zgodzić polityk PiS cały rozciągłość . w sprawa zakaz rejestrować auto spalinowy unia europejski 2035 rok .,neutral
"Podzielono dobry gorszy , ty zły kwalifikacja umysłowy . wbrew faktom , bo wyborca opozycja dobry wykszt . Opanowano umiejętność odwracać kot ogon st mistrz zwalać błąd pis UE . czy naprawdę szansa skuteczny walka kłamstwo .",negative
Uczciwy człowiek robić zakup . Element PiS wychodzić ulica,positive
"czyli PiS bawić "" polować człowiek "" , myśl zasada przeciw zdrajca przestępca ! ! !",negative
"Hania , dawno powiedzieć być , przyjść czas Polska obwiniać IIWŚ stać . to być . oczywiście PiS Zjednoczona prawica 2015 zrobić sprawa widać lewak cały świat eurokołchoz ciągle top .",negative
"pragnąć zauważyć , odwrotnie . Jarosław Kaczyński cieszyć duży poparcie zaufanie . a dobry dowód to , PiS rządzić samodzielnie drugi kadencja . pozycja Polska rosnąć , powodować , Niemcy partia Tusk powód wściekli .",neutral
"# wORONICZA17 PIS zGODZIŁ się na ZAKAZ SPRZEDAŻY SAMOCHODÓW SPALINOWYCH w GRUDNIU 2020r ! ! ! PIS nie UŻYŁ VETA do ZABLOKOWANIA PROGRAMU FIT VOR 55 , KTÓRY ZAWIERAŁ ELIMINOWANIE AUT SPALINOWYCH ! ! ! PIS SPRZEDAŁ POLSKĘ ! ! ! PIS - PEO JEDNO ZŁO ! ! ! TYLKO KONFEDERACJA ZABLOKUJE ZAKAZ AUT ! ! !",negative
kupię dom . tylko poważny oferta . móc przejść PiS .,neutral
on PIS zryty łb .,positive
"# wORONICZA17 PIS zGODZIŁ się na ZAKAZ SPRZEDAŻY SAMOCHODÓW SPALINOWYCH w GRUDNIU 2020r ! ! ! PIS nie UŻYŁ VETA do ZABLOKOWANIA PROGRAMU FIT VOR 55 , KTÓRY ZAWIERAŁ ELIMINOWANIE AUT SPALINOWYCH ! ! ! PIS SPRZEDAŁ POLSKĘ ! ! ! PIS - PEO JEDNO ZŁO ! ! ! TYLKO KONFEDERACJA ZABLOKUJE ZAKAZ AUT ! ! !",negative
PiS mądrzej subtelnie ?,negative
"nikt szkodzić pamięć Jan Paweł II bardzo , cynik chcący wykorzystać politycznie . kremówka PKP rocznica śmierć przykład sprowadzać Wojtyły rola mem . ktoś ważny PiS prowadzić cukiernia , inny wyjaśnić kuriozalny akcja",negative
"o co rozmawiać , widać PiS owiec potrafić odwracać uwaga skandaliczny kryminalnogenny afera udziale , rzucać światło Papież , Trzaskowski ciemniak łykać",negative
"matoł wspierać w Bruksela , Berlin Moskwa próbować wrobić znienawidziny Bruksela , Berlin Moskwę PiS interes Bruksela , Berlin Moskwy",negative
"PIS pomagaPolakom tworzyć program socjalny , tworzyć różny inwestycja otwierać izba wytrzezwien",neutral
"# Woronicza17 poseł ZSL poseł PiS : wolno wykorzystywać imienie JP2 cel polityczny . z strona "" gamoni "" PiS - u cisza . . . ? ! czyli wolno atakować JP2 politycznie , wolno stanąć on obrona polityczny ? Posłowie PiS , wybory wygrywać . !",neutral
"niby obrona JP2 , symbol szargać , zniżać poziom ciastko - kremówka twarz sztandar rząd PiS .",neutral
"ojcze , aby być pójść niebo , musieć głosować PiS ?",negative
"papież płakać zmanipulowanym naród . PiS niszczyć wysoki wartość autorytet Polska . gdyby Jan Paweł II żyć , przekonać , wspierać by kłamca wykorzystuć kościół gra polityczny władza .",negative
nie PiS,neutral
"jak Morawiecki poradzić samochód . przeciez idioto zgodzić , musial . Wygran PiS 27:1 . Szydlo - przypomnienie .",negative
"Głównię : nierob , patolom slowem elektorat pis",neutral
"może dlatego , obiecywać wygrać wybory . Efekt rozdawnictwo PiS . a odsunąć ZjeP władza warunek konieczny uratowania Polska . więc warto zaproponować coś , przynieść realny maksymalny korzyść to , potem mieć szansa odbudowanie kraj .",neutral
ciekawy Fogiel brać udział produkcja kremówka naczelny piekarz struktura PiS ?,neutral
"Stacja Saudi Aramco Polska ? "" gdyby okazja pojawić , wykluczyć "" w zyciu zatankować wspólnik złodziej PIS ORLEN . Pojadę BP , CIRCLE , SHELL . Nawiam polaków - bojkotujcie ORLEN ! ! ! !",neutral
"rekord pis : Przeciętny święconk , zawierać : jajo , 50 gram pieczyw 50 gram kiełbasa , 38 % droższa por …",neutral
a namordnik covidowy sanitarystek ? nigdy pis !,negative
# OrgiaAfer twarz PiS,negative
"PiS uchronić niedzielny drożyzna , zamykać sklep niedziela .",negative
"mieć nadzieja , # PiS przepadnie skończyć kopać miś zanim miś zdenerwować oddać . mieć nadzieja , kolej …",neutral
okradać daleko,neutral
"Żadnych migrant Polska wpuścić , partia Pis zgodzić . . .",negative
"póki sondażach PO , iść głosować PiS . portal bezdomny kosztować 50mln",negative
"PiS pretensja , socjalistyczny hipokryzja dać sprzedać niezrównoważony dziwadło",negative
"a władza zamiast onkologia wola wydawać TVP . brawo PiS , wybory .",neutral
cały PiS,negative
"dlatego PiS dać 500 + , obciąć pieniądz NFZ chodzić prywatnie .",neutral
posłanka pis sam piekły .,negative
jebac pis - reżim zlodzieji,negative
"PIS zGODZIŁ się na ZAKAZ SPRZEDAŻY SAMOCHODÓW SPALINOWYCH w GRUDNIU 2020r ! ! ! PIS nie UŻYŁ VETA do ZABLOKOWANIA PROGRAMU FIT VOR 55 , KTÓRY ZAWIERAŁ ELIMINOWANIE AUT SPALINOWYCH ! ! ! PIS SPRZEDAŁ POLSKĘ ! ! ! PIS - PEO JEDNO ZŁO ! ! ! TYLKO KONFEDERACJA ZABLOKUJE EUROBURDEL ! ! !",neutral
PiS partia wiarygodny,positive
dodatkowo sporo osoba głosować PiS fanatyka osoba trafić interesujący oferta zagłosować opozycja zwłaszcza PL powiatowy . ja rozumieć cały życie utrzymywać wyłącznie swój praca .,negative
"niech raz stać mur gość PiS , codziennie promować swój program . Jebać PiS symetryczny użyteczny idiot . dawno przestać być oglądać . symbol symetryczny debilizm Konrad PiSecki",negative
"tak Stawski piszesz każdy pis poseł zrobil zdjęcie kremówk litr , że stać bilet . . czas start . . . . .",neutral
Janusz hołota PiS wycierać morda religia . . .,negative
"to wspaniały słyszeć PO PiS centrum , quiz pogląd polityczny wychodzić , centrum partia polski scena polityczny pasować mój pogląd :) pewnie konsracja centrum lewica ;)",positive
"to papież jednoczyć Polak przeciwieństwie PIS , dzielić niszczyć . cena energia dobijać firma konsekwentnie wpływać cena wszystko . być # drogoBoPiS potrafić rządzić . dobijać gospodarka społeczeństwo . JPII wykorzystujeić instrumentalnie .",negative
nasz kupiyć szmata pis - reżimowa ścierać jeden podnóżka CHUJA GNIDY kaczyskiego drugi morawiecki KŁAMCZUCHA okradać suwerena wspólnie pis - reżim,negative
wy martwcie byt zadbać PIS brak popijawa ośmiorniczka fryko rozum mieszać . w straszny według drożyźni zeszyt bieda głodny dziecko szczaw mirabelka . a Polska budowa modły Niemcy pomóc .,negative
"właśnie . . . stoimy oblicze prawda , brakować słowo ponieważ : 1 . mówić prawomocnie skazać kłamca 2 . PiS wykorzystywać wizerunek JPII swój podły cel polityczny 3 . za zakłamanie , hipokryzja zło PiS 4 . Grzech pedofilia # DrogaNiedzielaPiS",negative
"kłamstwo Smoleńskie obnażyło ohydę Kaczyński PiS , Kaczyński wymyślić następny ohydę : ” obrona pamięć JPII”.Ohydę , nikt pamięć JPII atakować . kiedy zwyrol trafić szlag ?",negative
PIS poprzeć ty pomerdać . chyba celowo kłamiesz manipuliwać ? na jedyny sprzeciwiać .,negative
Polakom żyć PiS dobrze rząd PO . koniec kropka .,positive
niewiele pani zrozumieć . potwierdzać sam słowo pan Lisa . Elektorat PiS inteligencja grzeszeć .,negative
niech żyć marsz poparcie PIS .,positive
i wjechać piękny Izera szyty kieszeń Polak cudnie ! Więcej wiara PiS !,positive
ja chcieć wiedzieć zapłacić idiotyczny akcja czyj PiS owski pociotek przytuć kasa .,negative
"premier dopóki PiS rządzić Polska , program rodzina 500 + zagrozić",negative
List PJK członek PiS,neutral
"JPII broń Judaszami PiS . prawie człowiek przemierzać przestrzeń swój życie , narodziny śmierć , zamknięty oko . z zamknięty oko . przecież gdyby być otworzyć jeden sekunda , zaraz wyrwać by potężny , straszliwy krzyk",negative
